,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date_string,Date,Close,ROC,RSI,Moving_Average
74,1641513600000,43082.30000000,43145.83000000,40610.00000000,41566.48000000,54836.50818000,1641599999999,2293851015.46523690,1406635,26519.39261000,1109740200.23872120,0,2022-01-07,1641513600000,41566.48,-0.0351845107655554,28.79574739744099,46757.83214285714
75,1641600000000,41566.48000000,42300.00000000,40501.00000000,41679.74000000,32952.73111000,1641686399999,1367233494.82776660,1021908,16462.53747000,683155535.42153480,0,2022-01-08,1641600000000,41679.74,0.002724791707163998,29.350014155967543,46134.98071428571
76,1641686400000,41679.74000000,42786.70000000,41200.02000000,41864.62000000,22724.39426000,1641772799999,952830064.51258490,752733,11399.78979000,478046850.27715200,0,2022-01-09,1641686400000,41864.62,0.004435728245905768,30.30373324522816,45498.49
77,1641772800000,41864.62000000,42248.50000000,39650.00000000,41822.49000000,50729.17019000,1641859199999,2088111339.50559650,1250983,24654.54811000,1015935553.40276520,0,2022-01-10,1641772800000,41822.49,-0.0010063390041520348,30.203674652666123,44864.279285714285
78,1641859200000,41822.49000000,43100.00000000,41268.93000000,42729.29000000,37296.43729000,1641945599999,1574803608.96007870,1015526,18521.95391000,782176383.10109370,0,2022-01-11,1641859200000,42729.29,0.021682114096984728,35.165793809659704,44520.39000000001
79,1641945600000,42729.29000000,44322.00000000,42450.00000000,43902.66000000,33943.29280000,1642031999999,1470906437.71207140,1023902,17584.31885000,762205618.81556500,0,2022-01-12,1641945600000,43902.66,0.027460554575093665,41.009946726536825,44337.39
80,1642032000000,43902.65000000,44500.00000000,42311.22000000,42560.11000000,34910.87762000,1642118399999,1515944525.49549480,1036234,17175.40587000,746075123.24411320,0,2022-01-13,1642032000000,42560.11,-0.03058015163545902,36.910311164874024,44011.62142857142
81,1642118400000,42558.35000000,43448.78000000,41725.95000000,43059.96000000,32640.88292000,1642204799999,1392000443.35016740,946938,15434.18945000,658472386.24324750,0,2022-01-14,1642118400000,43059.96,0.011744565509816507,39.34162342686174,43786.12357142857
82,1642204800000,43059.96000000,43800.00000000,42555.00000000,43084.29000000,21936.05616000,1642291199999,946488263.54844810,752688,11133.18615000,480516487.18496790,0,2022-01-15,1642204800000,43084.29,0.0005650260706233645,39.46391141702106,43454.812142857154
83,1642291200000,43084.29000000,43475.00000000,42581.79000000,43071.66000000,20602.35271000,1642377599999,887203134.05314680,732171,10052.19291000,432899939.67386430,0,2022-01-16,1642291200000,43071.66,-0.0002931462953200681,39.41948412057009,43153.775
84,1642377600000,43071.66000000,43176.18000000,41540.42000000,42201.62000000,27562.08613000,1642463999999,1169381684.46684350,918029,13448.54192000,570690475.97282930,0,2022-01-17,1642377600000,42201.62,-0.020199825128634497,36.38107766506291,42850.59785714286
85,1642464000000,42201.63000000,42691.00000000,41250.00000000,42352.12000000,29324.08257000,1642550399999,1228459687.39944580,905061,14527.82371000,608578954.61712590,0,2022-01-18,1642464000000,42352.12,0.003566213808853691,37.281635526737674,42602.03428571428
86,1642550400000,42352.12000000,42559.13000000,41138.56000000,41660.01000000,31685.72159000,1642636799999,1327478459.16022980,924528,15603.74304000,653807601.67250590,0,2022-01-19,1642550400000,41660.01,-0.01634180296051302,34.83923317831834,42474.09714285714
87,1642636800000,41660.00000000,43505.00000000,40553.31000000,40680.91000000,42330.33953000,1642723199999,1784801200.40448700,1098761,20201.47991000,852629490.27878640,0,2022-01-20,1642636800000,40680.91,-0.023502154704235556,31.6776023012103,42302.56857142857
88,1642723200000,40680.92000000,41100.00000000,35440.45000000,36445.31000000,88860.89199900,1642809599999,3405501703.22193692,2092561,41615.08581900,1595831787.70003189,0,2022-01-21,1642723200000,36445.31,-0.10411763158690412,22.264571337197054,41936.77071428572
89,1642809600000,36445.31000000,36835.22000000,34008.00000000,35071.42000000,90471.33896100,1642895999999,3207531048.03065140,2099978,42722.27823300,1514027491.32039380,0,2022-01-22,1642809600000,35071.42,-0.03769730590849685,20.170831602688466,41464.74785714286
90,1642896000000,35071.42000000,36499.00000000,34601.01000000,36244.55000000,44279.52354000,1642982399999,1572414639.04287740,1142407,22841.39451000,811501507.03630610,0,2022-01-23,1642896000000,36244.55,0.033449743409305954,26.524570345294777,41063.31428571429
91,1642982400000,36244.55000000,37550.00000000,32917.17000000,36660.35000000,91904.75321100,1643068799999,3192041586.10318994,1999352,46469.27293800,1615890700.84249996,0,2022-01-24,1642982400000,36660.35,0.011472069593911227,28.6909541527354,40694.590000000004
92,1643068800000,36660.35000000,37545.14000000,35701.00000000,36958.32000000,49232.40183000,1643155199999,1799224214.49973920,1248246,24988.42876000,913198135.60368310,0,2022-01-25,1643068800000,36958.32,0.008127854753159802,30.27745117389813,40282.37785714285
93,1643155200000,36958.32000000,38919.98000000,36234.63000000,36809.34000000,69830.16036000,1643241599999,2627491976.69085740,1584468,35240.31542000,1326474948.46322410,0,2022-01-26,1643155200000,36809.34,-0.004031027384361674,29.919039297451633,39775.71214285714
94,1643241600000,36807.24000000,37234.47000000,35507.01000000,37160.10000000,53020.87934000,1643327999999,1925920128.34366030,1308408,26750.94594000,971815942.27075550,0,2022-01-27,1643241600000,37160.1,0.009529103211304513,31.96118441034433,39389.99714285714
95,1643328000000,37160.11000000,38000.00000000,36155.01000000,37716.56000000,42154.26956000,1643414399999,1560203931.22012810,1061101,21496.47551000,795847847.51234220,0,2022-01-28,1643328000000,37716.56,0.01497466368497391,35.18783299246701,39008.32571428571
96,1643414400000,37716.57000000,38720.74000000,37268.44000000,38166.84000000,26129.49682000,1643500799999,989652386.99664940,816601,13292.42156000,503624477.65945300,0,2022-01-29,1643414400000,38166.84,0.011938522495158699,37.759992797355565,38657.07928571429
97,1643500800000,38166.83000000,38359.26000000,37351.63000000,37881.76000000,21430.66527000,1643587199999,812750216.60103190,698593,10798.38460000,409620744.01694440,0,2022-01-30,1643500800000,37881.76,-0.0074693110564038045,36.76516770197816,38286.37214285714
98,1643587200000,37881.75000000,38744.00000000,36632.61000000,38466.90000000,36855.24580000,1643673599999,1386754529.02954460,936014,18422.26954000,693360023.33165190,0,2022-01-31,1643587200000,38466.9,0.015446484007078931,40.245064254421834,38019.60642857143
99,1643673600000,38466.90000000,39265.20000000,38000.00000000,38694.59000000,34574.44663000,1643759999999,1334266166.70999890,917617,17730.99304000,684446571.17936590,0,2022-02-01,1643673600000,38694.59,0.005919114875386322,41.59201295261284,37758.35428571428
100,1643760000000,38694.59000000,38855.92000000,36586.95000000,36896.36000000,35794.68130000,1643846399999,1353093948.97760130,907905,17251.43687000,652533107.69991750,0,2022-02-02,1643760000000,36896.36,-0.046472388000493026,34.90088059081155,37418.093571428566
101,1643846400000,36896.37000000,37387.00000000,36250.00000000,37311.61000000,32081.10999000,1643932799999,1179502838.65662640,848961,16468.10233000,605530493.58165880,0,2022-02-03,1643846400000,37311.61,0.011254497733651725,37.40512960590675,37177.42928571429
102,1643932800000,37311.98000000,41772.33000000,37026.73000000,41574.25000000,64703.95874000,1644019199999,2526572562.05828510,1380724,33053.66668000,1291953441.55899960,0,2022-02-04,1643932800000,41574.25,0.11424433306415893,56.08183541225553,37543.78214285714
103,1644019200000,41571.70000000,41913.69000000,40843.01000000,41382.59000000,32532.34372000,1644105599999,1349805515.93003650,1006352,16566.08602000,687352854.82541980,0,2022-02-05,1644019200000,41382.59,-0.004610065124446061,55.28312086118415,37994.58
104,1644105600000,41382.60000000,42656.00000000,41116.56000000,42380.87000000,22405.16704000,1644191999999,934168802.88011520,788291,11546.39088000,481652514.37183210,0,2022-02-06,1644105600000,42380.87,0.02412318803632174,58.59114147259943,38432.888571428564
105,1644192000000,42380.87000000,44500.50000000,41645.85000000,43839.99000000,51060.62006000,1644278399999,2204523609.90339610,1473274,25457.79986000,1099936959.03964570,0,2022-02-07,1644192000000,43839.99,0.03442874108058658,62.9100703648135,38945.719999999994
106,1644278400000,43839.99000000,45492.00000000,42666.00000000,44042.99000000,64880.29387000,1644364799999,2847485971.49773380,1653350,33004.09337000,1448178622.46600310,0,2022-02-08,1644278400000,44042.99,0.004630475508776266,63.480752562614704,39451.767857142855
107,1644364800000,44043.00000000,44799.00000000,43117.92000000,44372.72000000,34428.16729000,1644451199999,1512500139.14309950,1066395,17115.60108000,752210712.41184210,0,2022-02-09,1644364800000,44372.72,0.007486548937753801,64.4378870838741,39992.00928571429
108,1644451200000,44372.71000000,45821.00000000,43174.01000000,43495.44000000,62357.29091000,1644537599999,2772188373.22278300,1541483,30323.12245000,1348871895.86772030,0,2022-02-10,1644451200000,43495.44,-0.01977070596528674,59.93687955660509,40444.53357142857
109,1644537600000,43495.44000000,43920.00000000,41938.51000000,42373.73000000,44975.16870000,1644623999999,1937866768.50595330,1169354,22063.76915000,950913914.02964280,0,2022-02-11,1644537600000,42373.73,-0.025789140194926174,54.67783550862307,40777.188571428575
110,1644624000000,42373.73000000,43079.49000000,41688.88000000,42217.87000000,26556.85681000,1644710399999,1123136004.72372450,830322,12814.60322000,542061655.42919370,0,2022-02-12,1644624000000,42217.87,-0.003678222332563097,53.969241046512195,41066.547857142854
111,1644710400000,42217.87000000,42760.00000000,41870.00000000,42053.66000000,17732.08113000,1644796799999,750533311.65295650,624898,8333.13302000,352741586.05972970,0,2022-02-13,1644710400000,42053.66,-0.0038895851448687013,53.18717580816083,41364.54071428571
112,1644796800000,42053.65000000,42842.40000000,41550.56000000,42535.94000000,34010.13060000,1644883199999,1436927831.44458620,867622,16912.76672000,714598651.16597500,0,2022-02-14,1644796800000,42535.94,0.01146820514552127,55.23873186607948,41655.18642857143
113,1644883200000,42535.94000000,44751.40000000,42427.03000000,44544.86000000,38095.19576000,1644969599999,1672855933.62565900,990694,19180.32434000,842363401.21284530,0,2022-02-15,1644883200000,44544.86,0.04722876701443535,62.592717523010585,42073.06285714286
114,1644969600000,44544.85000000,44549.97000000,43307.00000000,43873.56000000,28471.87270000,1645055999999,1250973502.30184530,823745,14106.69537000,619773473.01658720,0,2022-02-16,1644969600000,43873.56,-0.015070201141052064,59.09860934907104,42571.434285714284
115,1645056000000,43873.56000000,44164.71000000,40073.21000000,40515.70000000,47245.99494000,1645142399999,1993400162.94806680,1067658,21468.60602000,906038209.78185840,0,2022-02-17,1645056000000,40515.7,-0.07653493356819008,45.43576780562824,42800.29785714286
116,1645142400000,40515.71000000,40959.88000000,39450.00000000,39974.44000000,43845.92241000,1645228799999,1765622365.95275610,1025882,20609.06764000,829953072.41395250,0,2022-02-18,1645142400000,39974.44,-0.013359265667383102,43.68269005989816,42686.025714285715
117,1645228800000,39974.45000000,40444.32000000,39639.03000000,40079.17000000,18042.05510000,1645315199999,721960636.06466920,586653,8374.97500000,335209843.63180300,0,2022-02-19,1645228800000,40079.17,0.0026199241315199018,44.13186686145337,42592.92428571429
118,1645315200000,40079.17000000,40125.44000000,38000.00000000,38386.89000000,33439.29011000,1645401599999,1293216601.45187960,811235,15338.25392000,592897166.44915830,0,2022-02-20,1645315200000,38386.89,-0.042223429277602254,38.75326371427606,42307.64000000001
119,1645401600000,38386.89000000,39494.35000000,36800.00000000,37008.16000000,62347.68496000,1645487999999,2382027320.86176070,1352290,30617.13558000,1170272316.27587730,0,2022-02-21,1645401600000,37008.16,-0.035916689265527824,35.009606165900806,41819.65214285714
120,1645488000000,37008.16000000,38429.00000000,36350.00000000,38230.33000000,53785.94589000,1645574399999,2010628230.75491760,1212527,27322.73575000,1021948126.92530640,0,2022-02-22,1645488000000,38230.33,0.03302433841617636,40.49697269148575,41404.46214285715
121,1645574400000,38230.33000000,39249.93000000,37036.79000000,37250.01000000,43560.73200000,1645660799999,1665486687.23993710,1030872,21449.95580000,820639942.03183170,0,2022-02-23,1645574400000,37250.01,-0.025642467642837508,37.74410782967454,40895.69714285714
122,1645660800000,37250.02000000,39843.00000000,34322.28000000,38327.21000000,120476.29458000,1645747199999,4335107392.00948810,2622780,60103.13140000,2164376869.72610720,0,2022-02-24,1645660800000,38327.21,0.02891811304211722,42.37916451147133,40526.53785714286
123,1645747200000,38328.68000000,39683.53000000,38014.37000000,39219.17000000,56574.57125000,1645833599999,2197889580.28266900,1408558,29904.01589000,1161436657.82962850,0,2022-02-25,1645747200000,39219.17,0.02327223922638777,45.966495441683755,40301.21214285715
124,1645833600000,39219.16000000,40348.45000000,38573.18000000,39116.72000000,29361.25680000,1645919999999,1152621719.69438010,924257,14658.93596000,575852237.98081680,0,2022-02-26,1645833600000,39116.72,-0.0026122429413982795,45.61521587155206,40079.701428571425
