,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date_string,Date,Close,ROC,RSI,Moving_Average
13,1636243200000,61470.62000000,63286.35000000,61322.78000000,63273.59000000,25515.68830000,1636329599999,1585744720.19977190,1068629,13567.09782000,843384435.44095480,0,2021-11-07,1636243200000,63273.59,0.029330764734561754,55.61872910939455,61565.25214285714
14,1636329600000,63273.58000000,67789.00000000,63273.58000000,67525.83000000,54442.09455400,1636415999999,3575716171.04429946,2349581,28879.18643600,1897321249.82784096,0,2021-11-08,1636329600000,67525.83,0.06720402619797627,69.18692970203885,61882.898571428566
15,1636416000000,67525.82000000,68524.25000000,66222.40000000,66947.66000000,44661.37806800,1636502399999,3014326962.08726777,1847655,22243.23645200,1501548663.79264259,0,2021-11-09,1636416000000,66947.66,-0.008562205011030555,66.22243855068167,62355.673571428575
16,1636502400000,66947.67000000,69000.00000000,62822.90000000,64882.43000000,65171.50404600,1636588799999,4335575752.80522342,2347934,31344.74332100,2088305177.77747838,0,2021-11-10,1636502400000,64882.43,-0.030848426965184528,56.851824297448104,62817.74428571429
17,1636588800000,64882.42000000,65600.07000000,64100.00000000,64774.26000000,37237.98058000,1636675199999,2415537333.57771000,1327827,18589.51479000,1205890453.60440160,0,2021-11-11,1636588800000,64774.26,-0.0016671693708142366,56.40165298942495,63117.62785714286
18,1636675200000,64774.25000000,65450.70000000,62278.00000000,64122.23000000,44490.10816000,1636761599999,2844286547.50404090,1479149,21028.45541000,1344883879.13873450,0,2021-11-12,1636675200000,64122.23,-0.010066189872335096,53.64423928816729,63251.09357142857
19,1636761600000,64122.22000000,65000.00000000,63360.22000000,64380.00000000,22504.97383000,1636847999999,1442441613.59839240,904149,11094.05209000,711146514.06458690,0,2021-11-13,1636761600000,64380.0,0.004019978718768691,54.58942377825581,63431.15142857144
20,1636848000000,64380.01000000,65550.51000000,63576.27000000,65519.10000000,25705.07347000,1636934399999,1658473781.29376960,951393,12629.83414000,815039550.94713190,0,2021-11-14,1636848000000,65519.1,0.017693383038210664,58.60607098735389,63732.530000000006
21,1636934400000,65519.11000000,66401.82000000,63400.00000000,63606.74000000,37829.37124000,1637020799999,2460915922.87612760,1305209,19160.47382000,1247275595.43559040,0,2021-11-15,1636934400000,63606.74,-0.029187824619080538,50.52601764796296,63925.075000000004
22,1637020800000,63606.73000000,63617.31000000,58574.07000000,60058.87000000,77455.15609000,1637107199999,4705744041.29964738,2353681,36375.32415000,2209839153.36972330,0,2021-11-16,1637020800000,60058.87,-0.05577820840998915,39.614039618844494,63699.28071428572
23,1637107200000,60058.87000000,60840.23000000,58373.00000000,60344.87000000,46289.38491000,1637193599999,2767802055.20042280,1471305,22545.24375000,1348537946.95269170,0,2021-11-17,1637107200000,60344.87,0.004761994356537125,40.725362706705276,63517.02285714286
24,1637193600000,60344.86000000,60976.00000000,56474.26000000,56891.62000000,62146.99931000,1637279999999,3644824179.14485240,1960419,29742.20507000,1745202989.74238890,0,2021-11-18,1637193600000,56891.62,-0.05722524549311314,32.86146360858611,63195.35214285715
25,1637280000000,56891.62000000,58320.00000000,55600.00000000,58052.24000000,50715.88726000,1637366399999,2896189975.91077430,1560459,24072.28575000,1374771758.23673160,0,2021-11-19,1637280000000,58052.24,0.020400544052006087,37.24729692547811,62989.28928571429
26,1637366400000,58057.10000000,59845.00000000,57353.00000000,59707.51000000,33811.59010000,1637452799999,1982718831.15707720,1200190,16682.28087000,978340154.07569320,0,2021-11-20,1637366400000,59707.51,0.028513456156041617,42.96935203308585,62863.35357142857
27,1637452800000,59707.52000000,60029.76000000,58486.65000000,58622.02000000,31902.22785000,1637539199999,1886578154.51670850,1249219,14949.12309000,884084155.70683440,0,2021-11-21,1637452800000,58622.02,-0.01818012507974298,40.369691195324,62531.09857142857
28,1637539200000,58617.70000000,59444.00000000,55610.00000000,56247.18000000,51724.32047000,1637625599999,2968622334.13765660,1624768,24834.98160000,1425668562.21166460,0,2021-11-22,1637539200000,56247.18,-0.04051105710789216,35.33313918505608,61725.48071428571
29,1637625600000,56243.83000000,58009.99000000,55317.00000000,57541.27000000,49917.85017000,1637711999999,2837210673.48851890,1570845,25217.65003000,1433171468.66686080,0,2021-11-23,1637625600000,57541.27,0.02300719787196437,39.74465918396428,61053.595714285715
30,1637712000000,57541.26000000,57735.00000000,55837.00000000,57138.29000000,39612.04964000,1637798399999,2246374244.33056800,1432991,19625.09659000,1113184375.67946880,0,2021-11-24,1637712000000,57138.29,-0.007003321268369556,38.855733849862105,60500.44285714285
31,1637798400000,57138.29000000,59398.90000000,57000.00000000,58960.36000000,42153.51522000,1637884799999,2455658857.70059310,1604266,21112.80397000,1230022891.73009470,0,2021-11-25,1637798400000,58960.36,0.03188877371023868,44.86074288902838,60085.16428571428
32,1637884800000,58960.37000000,59150.00000000,53500.00000000,53726.53000000,65927.87066000,1637971199999,3649353860.42956650,2138184,31287.46990000,1731974879.86689630,0,2021-11-26,1637884800000,53726.53,-0.08876862352943571,34.407513968841855,59342.614285714284
33,1637971200000,53723.72000000,55280.00000000,53610.00000000,54721.03000000,29716.99957000,1638057599999,1623173123.49173170,1110145,14462.93801000,790191540.91484890,0,2021-11-27,1637971200000,54721.03,0.018510408172647708,37.39274876601786,58652.68785714286
34,1638057600000,54716.47000000,57445.05000000,53256.64000000,57274.88000000,36163.71370000,1638143999999,1982198373.53283490,1253408,18520.69985000,1016073216.59476420,0,2021-11-28,1638057600000,57274.88,0.046670356899349175,44.39179069651493,58063.815
35,1638144000000,57274.89000000,58865.97000000,56666.67000000,57776.25000000,40125.28009000,1638230399999,2313371348.11354310,1349625,19520.25038000,1125240984.55225160,0,2021-11-29,1638144000000,57776.25,0.008753750335225519,45.67576178752774,57647.351428571434
36,1638230400000,57776.25000000,59176.99000000,55875.55000000,56950.56000000,49161.05194000,1638316799999,2823644073.02190490,1587472,23867.80287000,1371720422.25562800,0,2021-11-30,1638230400000,56950.56,-0.014291166352956464,43.87889698539908,57425.32928571429
37,1638316800000,56950.56000000,59053.55000000,56458.01000000,57184.07000000,44956.63656000,1638403199999,2584928714.07574240,1442301,21501.29463000,1236414404.90885270,0,2021-12-01,1638316800000,57184.07,0.004100223070677478,44.54333805632559,57199.55785714286
38,1638403200000,57184.07000000,57375.47000000,55777.77000000,56480.34000000,37574.05976000,1638489599999,2127110102.10730950,1307890,18375.47518000,1040366894.55012720,0,2021-12-02,1638403200000,56480.34,-0.012306399317152494,42.895087999309155,57170.180714285714
39,1638489600000,56484.26000000,57600.00000000,51680.00000000,53601.05000000,58927.69027000,1638575999999,3246198505.94685110,1865063,27287.25751000,1505556556.15786320,0,2021-12-03,1638489600000,53601.05,-0.050978623712250926,36.881746776060076,56852.23857142857
40,1638576000000,53601.05000000,53859.10000000,42000.30000000,49152.47000000,114203.37374800,1638662399999,5495712061.97853156,3362771,52876.55238000,2544632557.49625190,0,2021-12-04,1638576000000,49152.47,-0.08299426970180623,29.906044457052218,56098.30714285715
41,1638662400000,49152.46000000,49699.05000000,47727.21000000,49396.33000000,45580.82012000,1638748799999,2231486105.84391170,1371839,22420.90324000,1097785758.59097620,0,2021-12-05,1638662400000,49396.33,0.004961296960254602,30.680040262589714,55439.32928571429
42,1638748800000,49396.32000000,50891.11000000,47100.00000000,50441.92000000,58571.21575000,1638835199999,2851528919.17953640,1741956,28820.34753000,1403464676.88509370,0,2021-12-06,1638748800000,50441.92,0.021167362028717385,34.04302062526244,55024.66785714286
43,1638835200000,50441.91000000,51936.33000000,50039.74000000,50588.95000000,38253.46877000,1638921599999,1950573500.20866580,1212350,18679.11099000,952551067.62598570,0,2021-12-07,1638835200000,50588.95,0.00291483750023791,34.52405600300216,54528.07357142858
44,1638921600000,50588.95000000,51200.00000000,48600.00000000,50471.19000000,38425.92466000,1639007999999,1925458787.11475220,1118225,18126.84362000,908410692.24600910,0,2021-12-08,1638921600000,50471.19,-0.002327781066813861,34.308236258089394,54051.85214285714
45,1639008000000,50471.19000000,50797.76000000,47320.00000000,47545.59000000,37692.68665000,1639094399999,1841474998.89511000,1130599,18097.05960000,884082539.70479120,0,2021-12-09,1639008000000,47545.59,-0.057965742436427714,29.392314304965453,53236.51142857143
46,1639094400000,47535.90000000,50125.00000000,46852.00000000,47140.54000000,44233.57391000,1639180799999,2135023722.85315130,1215231,21143.96129000,1020995576.30256690,0,2021-12-10,1639094400000,47140.54,-0.0085191917904478,28.777508235089556,52766.083571428564
47,1639180800000,47140.54000000,49485.71000000,46751.00000000,49389.99000000,28889.19358000,1639267199999,1397524635.58140210,957390,14452.26806000,699251597.80523830,0,2021-12-11,1639180800000,49389.99,0.04771795147022062,36.69673639064974,52385.29499999999
48,1639267200000,49389.99000000,50777.00000000,48638.00000000,50053.90000000,26017.93421000,1639353599999,1292315883.62455370,863605,13266.00955000,658923314.86798010,0,2021-12-12,1639267200000,50053.9,0.013442197497914199,38.85759215291633,51869.51071428571
49,1639353600000,50053.90000000,50189.97000000,45672.75000000,46702.75000000,50869.52093000,1639439999999,2423888500.79030500,1399599,23487.02280000,1119972248.53840220,0,2021-12-13,1639353600000,46702.75,-0.06695082700848487,32.7759093121215,51078.54642857142
50,1639440000000,46702.76000000,48700.41000000,46290.00000000,48343.28000000,39955.98445000,1639526399999,1887427362.47409660,1194992,20010.80589000,945501336.15691430,0,2021-12-14,1639440000000,48343.28,0.035127053546097464,37.89997457725653,50463.74071428571
51,1639526400000,48336.95000000,49500.00000000,46547.00000000,48864.98000000,51629.18100000,1639612799999,2487012309.09154930,1438176,25861.16891000,1246095378.45954120,0,2021-12-15,1639526400000,48864.98,0.010791572272299321,39.47980821071093,49869.520000000004
52,1639612800000,48864.98000000,49436.43000000,47511.00000000,47632.38000000,31949.86739000,1639699199999,1551200654.05274500,1023983,15281.92439000,742115283.57739880,0,2021-12-16,1639612800000,47632.38,-0.02522460870750398,37.07964302573944,49237.52285714285
53,1639699200000,47632.38000000,47995.96000000,45456.00000000,46131.20000000,43104.48870000,1639785599999,2015966349.51613240,1261780,19846.77192000,928665863.58507440,0,2021-12-17,1639699200000,46131.2,-0.03151595616259362,34.34135682709149,48703.96214285715
54,1639785600000,46133.83000000,47392.37000000,45500.00000000,46834.48000000,25020.05271000,1639871999999,1165205135.70084270,862066,12635.54707000,588649454.27256670,0,2021-12-18,1639785600000,46834.48,0.015245213651498446,36.69981643749791,48538.39142857143
55,1639872000000,46834.47000000,48300.01000000,46406.91000000,46681.23000000,29305.70665000,1639958399999,1384958598.36276990,874827,14646.77828000,692559814.22856370,0,2021-12-19,1639872000000,46681.23,-0.003272161877317714,36.393047163093954,48344.455714285716
56,1639958400000,46681.24000000,47537.57000000,45558.85000000,46914.16000000,35848.50609000,1640044799999,1663363117.83045340,1076488,17666.32749000,819817570.66374300,0,2021-12-20,1639958400000,46914.16,0.004989799968852626,37.251586782986315,48092.47285714286
57,1640044800000,46914.17000000,49328.96000000,46630.00000000,48889.88000000,37713.92924000,1640131199999,1827234149.05988020,1119412,19356.27006000,937648412.22213540,0,2021-12-21,1640044800000,48889.88,0.042113511144609594,44.13890075366827,47971.110714285714
58,1640131200000,48887.59000000,49576.13000000,48421.87000000,48588.16000000,27004.20220000,1640217599999,1322418595.33372950,949480,13402.54963000,656467230.75630970,0,2021-12-22,1640131200000,48588.16,-0.00617142034302387,43.356260224459135,47836.60857142857
59,1640217600000,48588.17000000,51375.00000000,47920.42000000,50838.81000000,35192.54046000,1640303999999,1738129830.78145220,1176050,17397.67034000,859605116.67975700,0,2021-12-23,1640217600000,50838.81,0.04632095555789717,50.418593532813574,48071.83857142857
60,1640304000000,50838.82000000,51810.00000000,50384.43000000,50820.00000000,31684.84269000,1640390399999,1618089927.28100640,1075177,15108.36362000,771557283.62606790,0,2021-12-24,1640304000000,50820.0,-0.00036999292469663825,50.36207830905169,48334.65714285715
61,1640390400000,50819.99000000,51156.23000000,50142.32000000,50399.66000000,19135.51613000,1640476799999,971491029.13082400,766979,9928.30266000,504102529.52889820,0,2021-12-25,1640390400000,50399.66,-0.008271153089334793,49.03921538207994,48406.77642857143
62,1640476800000,50399.67000000,51280.00000000,49412.00000000,50775.49000000,22569.88914000,1640563199999,1132200241.56241820,797133,11285.69707000,566374786.71606860,0,2021-12-26,1640476800000,50775.49,0.007456994749567736,50.29633053579033,48458.31857142858
63,1640563200000,50775.48000000,52088.00000000,50449.00000000,50701.44000000,28792.21566000,1640649599999,1472065236.01171930,1009411,14436.09322000,738369203.33215690,0,2021-12-27,1640563200000,50701.44,-0.0014583808053845182,50.0344361024832,48743.93928571429
64,1640649600000,50701.44000000,50704.05000000,47313.01000000,47543.74000000,45853.33924000,1640735999999,2242102220.93100330,1345774,21743.17013000,1063171693.15356250,0,2021-12-28,1640649600000,47543.74,-0.06228028237462302,40.378926100925874,48686.82928571429
65,1640736000000,47543.74000000,48139.08000000,46096.99000000,46464.66000000,39498.87000000,1640822399999,1873785571.27329660,1114074,19089.61910000,905969695.64253980,0,2021-12-29,1640736000000,46464.66,-0.022696573723480662,37.7014147797772,48515.37785714286
66,1640822400000,46464.66000000,47900.00000000,45900.00000000,47120.87000000,30352.29569000,1640908799999,1428755720.45320290,910157,14886.52375000,700792256.68831590,0,2021-12-30,1640822400000,47120.87,0.014122776320756536,40.29420237569334,48478.84142857143
67,1640908800000,47120.88000000,48548.26000000,45678.00000000,46216.93000000,34937.99796000,1640995199999,1650715977.91851720,1059783,17315.54230000,818331688.00331310,0,2021-12-31,1640908800000,46216.93,-0.01918343188485272,37.951083211391676,48484.965000000004
68,1640995200000,46216.93000000,47954.63000000,46208.37000000,47722.65000000,19604.46325000,1641081599999,924155159.58348650,714899,9942.36679000,468738711.79010650,0,2022-01-01,1640995200000,47722.65,0.032579403261964845,43.81223376902679,48548.40571428571
69,1641081600000,47722.66000000,47990.00000000,46654.00000000,47286.18000000,18340.46040000,1641167999999,866610995.56335820,709624,9166.46954000,433182392.28194660,0,2022-01-02,1641081600000,47286.18,-0.009145971566960398,42.557308990129556,48591.616428571426
70,1641168000000,47286.18000000,47570.00000000,45696.00000000,46446.10000000,27662.07710000,1641254399999,1292203508.32565490,885624,13524.76045000,631879430.11428000,0,2022-01-03,1641168000000,46446.1,-0.01776586732106511,40.172248650194604,48558.18357142857
71,1641254400000,46446.10000000,47557.54000000,45500.00000000,45832.01000000,35491.41360000,1641340799999,1649170424.12761340,1021815,17689.26808000,821725463.08080750,0,2022-01-04,1641254400000,45832.01,-0.013221562197902492,38.474796252504305,48339.764285714286
72,1641340800000,45832.01000000,47070.00000000,42500.00000000,43451.13000000,51784.11857000,1641427199999,2334288544.64544840,1478532,23552.99460000,1063287226.35714140,0,2022-01-05,1641340800000,43451.13,-0.0519479726069183,32.70482717894805,47972.83357142857
73,1641427200000,43451.14000000,43816.00000000,42430.58000000,43082.31000000,38880.37305000,1641513599999,1674466154.43833260,1150707,19268.82662000,829886561.82614530,0,2022-01-06,1641427200000,43082.31,-0.008488156694659077,31.906577023454034,47418.79785714286
